;RMS_(µV);rms_sec_(µV/s);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_1_(µV);rms_2_(µV);rms_3_(µV);rms_4_(µV);emg_muscle_1_(µV);emg_muscle_2_(µV);emg_muscle_3_(µV);emg_muscle_4_(µV)
;;;;;;;;;;;0.03;1564;4673;-183
;;;;;;;;;;;2162;2603;1432;8
;;;;;;;;;;;1858;3966;2004;905
;;;;;;;;;;;-1918;6028;-646;1307
;;;;;;;;;;;-2376;3325;-0.45;-1348
;;;;;;;;;;;-3058;0.08;58;2854
;;;;;;;;;;;-337;-197;444;2344
;;;;;;;;;;;1826;-3068;496;1455
;;;;;;;;;;;1791;-348;-1543;2901
;;;;;;;;;;;478;-377;-2275;3081
;;;;;;;;;;;-2203;-6.38;-411;504
;;;;;;;;;;;2188;-4.07;4231;-7809
;;;;;;;;;;;3024;3117;3681;-4747
;;;;;;;;;;;832;-1658;-1376;-485
;;;;;;;;;;;2067;-5901;-1678;-572
;;;;;;;;;;;-499;-2176;-0.57;523
;;;;;;;;;;;1076;-2821;-1114;594
;;;;;;;;;;;4361;-2.42;462;1509
;;;;;;;;;;;28;-6169;-696;1697
;;;;;;;;;;;-3022;-5459;1599;2565
;;;;;;;;;;;-1.11;2581;2798;-379
;;;;;;;;;;;-1073;4002;-384;599
;;;;;;;;;;;-2365;2008;267;588
;;;;;;;;;;;-2083;1232;-2509;-1416
;;;;;;;;;;;-0.66;4526;0.99;1644
;;;;;;;;;;;-2994;1546;1379;-519
;;;;;;;;;;;-5182;-2129;-4313;-0.2
;;;;;;;;;;;-798;1852;-962;171
;;;;;;;;;;;-448;3583;-336;-1872
;;;;;;;;;;;1309;2148;-238;711
;;;;;;;;;;;4444;3211;565;-387
;;;;;;;;;;;3207;5473;482;-1852
;;;;;;;;;;;3436;-114;1478;1.04
;;;;;;;;;;;1769;-575;1165;-1225
;;;;;;;;;;;-401;2935;-652;-788
;;;;;;;;;;;-2931;-0.72;-1282;2691
;;;;;;;;;;;-1043;117;309;228
;;;;;;;;;;;-1477;4988;-664;674
;;;;;;;;;;;-1774;3716;4283;1.06
;;;;;;;;;;;3261;-1851;3115;1859
;;;;;;;;;;;305;1277;-1145;-1224
;;;;;;;;;;;-0.9;475;905;-3147
;;;;;;;;;;;-1015;-4356;-3713;2772
;;;;;;;;;;;-1672;-122;-1165;911
;;;;;;;;;;;512;-1093;-249;-2251
;;;;;;;;;;;804;-6563;-171;-1366
;;;;;;;;;;;1985;-4435;207;2122
;;;;;;;;;;;3261;-365;-2467;2445
;;;;;;;;;;;0.5;-2016;896;359
;;;;;;;;;;;-3683;-133;-1988;209
;;;;;;;;;;;-756;-2873;1.82;-1545
;;;;;;;;;;;1448;-3023;1378;-4864
;;;;;;;;;;;1305;2473;-3374;-6733
;;;;;;;;;;;3295;-3098;1739;2622
;;;;;;;;;;;0.46;-1188;3505;3323
;;;;;;;;;;;-1131;-443;2436;-2066
;;;;;;;;;;;-324;-1522;-2345;1088
;;;;;;;;;;;-2486;1.93;-2586;-624
;;;;;;;;;;;-1162;-4775;-2437;-982
;;;;;;;;;;;-667;-1.98;-4208;701
;;;;;;;;;;;-2153;4313;-2703;0.23
;;;;;;;;;;;1323;-2794;375;-1144
;;;;;;;;;;;2803;-2046;247;1569
;;;;;;;;;;;423;2668;-1435;116
;;;;;;;;;;;-1667;729;525;-3251
;;;;;;;;;;;-339;5217;-587;1524
;;;;;;;;;;;-106;6506;1309;1069
;;;;;;;;;;;-1046;1764;-145;0.03
;;;;;;;;;;;1415;-35;-573;-829
;;;;;;;;;;;-1784;-1585;3143;1699
;;;;;;;;;;;-3184;-363;819;3484
;;;;;;;;;;;466;1.3;281;224
;;;;;;;;;;;1532;-606;2191;1822
;;;;;;;;;;;2581;-1876;3752;1664
;;;;;;;;;;;224;2287;345;3438
;;;;;;;;;;;1442;-1832;1299;-116
;;;;;;;;;;;2168;-4033;4511;-1005
;;;;;;;;;;;-2986;4527;2101;4243
;;;;;;;;;;;-1849;1986;2443;635
;;;;;;;;;;;1621;1752;-83;-516
;;;;;;;;;;;3519;1974;-2722;-989
;;;;;;;;;;;-41;-1075;843;1.03
;;;;;;;;;;;-3373;-855;4413;265
;;;;;;;;;;;-1694;-1019;1794;-3488
;;;;;;;;;;;-4178;5878;-806;1392
;;;;;;;;;;;-3228;4965;2792;1207
;;;;;;;;;;;1026;545;3114;-603
;;;;;;;;;;;1567;1617;-2296;-351
;;;;;;;;;;;-89;1381;-5399;-2596
;;;;;;;;;;;382;1473;-7329;-2053
;;;;;;;;;;;1731;1958;-7.86;-1491
;;;;;;;;;;;-654;1.67;-3134;-834
;;;;;;;;;;;368;-1006;-1.12;-0.36
;;;;;;;;;;;1504;-3853;-2128;-2852
;;;;;;;;;;;2.01;-4473;-449;-5356
;;;;;;;;;;;3742;-2.87;1.72;-5014
;;;;;;;;;;;548;-2149;-2661;-4183
;;;;;;;;;;;-152;1.3;-3981;-4206
;;;;;;;;;;;-0.87;-2982;1525;-3029
;;;;;;;;;;;-1028;-3969;-752;-358
;;;;;;;;;;;0.91;2553;-267;4208
;;;;;;;;;;;-2032;-464;2314;3527
;;;;;;;;;;;-227;-764;1022;2093
;;;;;;;;;;;2975;-6696;-713;4436
;;;;;;;;;;;-1231;-6823;-974;2.93
;;;;;;;;;;;-1333;-4038;2685;2366
;;;;;;;;;;;3954;-6594;2834;627
;;;;;;;;;;;531;-4549;3382;326
;;;;;;;;;;;-169;-9503;3.2;1457
;;;;;;;;;;;2505;-1903;1.34;1291
;;;;;;;;;;;-1365;5949;244;2452
;;;;;;;;;;;-1551;3906;-516;-958
;;;;;;;;;;;-2676;6014;319;569
;;;;;;;;;;;572;6628;709;5.92
;;;;;;;;;;;-883;3144;532;1893
;;;;;;;;;;;-3609;-3033;-1288;-2575
;;;;;;;;;;;4.18;462;-2.08;3202
;;;;;;;;;;;1155;2685;-3487;4488
;;;;;;;;;;;281;4027;-1344;1269
;;;;;;;;;;;-0.53;5496;3363;-0.47
;;;;;;;;;;;-3413;1345;2684;-7061
;;;;;;;;;;;688;2.52;3954;-2058
;;;;;;;;;;;-3975;4585;3.76;2884
;;;;;;;;;;;-4256;6151;1.45;-3475
;;;;;;;;;;;-1558;4508;1786;-2.59
;;;;;;;;;;;-2916;919;-989;1236
;;;;;;;;;;;654;-1816;-251;-1756
;;;;;;;;;;;-1354;1988;-217;-3488
;;;;;;;;;;;-0.48;4304;-2418;-644
;;;;;;;;;;;3558;-127;715;732
;;;;;;;;;;;1181;1.51;-1648;756
;;;;;;;;;;;2571;566;-1312;-1.44
;;;;;;;;;;;2625;-925;-957;-753
;;;;;;;;;;;1741;-2.09;-6395;-617
;;;;;;;;;;;919;-42;-257;797
;;;;;;;;;;;903;1263;3835;307
;;;;;;;;;;;2389;-5282;-2558;-3987
;;;;;;;;;;;-91;-4601;-4523;1442
;;;;;;;;;;;996;-1435;-1693;244
;;;;;;;;;;;1768;-1123;2.39;-3406
;;;;;;;;;;;2905;-3971;2304;-1783
;;;;;;;;;;;3439;-3.7;-3072;993
;;;;;;;;;;;-1197;-561;-2946;2423
;;;;;;;;;;;-1128;-3169;707;-907
;;;;;;;;;;;879;-3458;4028;675
;;;;;;;;;;;-2.6;-2674;1484;78
;;;;;;;;;;;-3269;-3386;-4509;2184
;;;;;;;;;;;-921;-5318;-731;974
;;;;;;;;;;;-4.44;-3412;-825;-2432
;;;;;;;;;;;-2258;1213;-2928;1.97
;;;;;;;;;;;471;-452;-201;2039
;;;;;;;;;;;-511;-1539;936;3212
;;;;;;;;;;;2275;-628;3633;129
;;;;;;;;;;;1.21;-1292;4621;-1432
;;;;;;;;;;;965;-3866;4576;1112
;;;;;;;;;;;-134;-1174;1972;263
;;;;;;;;;;;-466;5306;-483;2026
;;;;;;;;;;;-1365;1851;-777;-1054
;;;;;;;;;;;-2131;-754;657;-98
;;;;;;;;;;;3765;4709;2649;3761
;;;;;;;;;;;2068;5645;-1348;955
;;;;;;;;;;;-126;4388;39;-722
;;;;;;;;;;;2956;2899;2.66;-931
;;;;;;;;;;;-847;-2083;-2404;0.84
;;;;;;;;;;;-2367;3209;-2736;439
;;;;;;;;;;;1.39;10041;-1596;-832
;;;;;;;;;;;-4431;6465;-2142;-1048
;;;;;;;;;;;-2873;3.92;-639;-2.7
;;;;;;;;;;;3127;3382;1395;-2301
;;;;;;;;;;;-1.47;4173;3498;-1675
;;;;;;;;;;;-1154;3228;-1303;-292
;;;;;;;;;;;-3.6;1466;-1562;-756
;;;;;;;;;;;-2012;-29;5208;-4368
;;;;;;;;;;;198;-1296;-488;-2883
;;;;;;;;;;;277;-3171;-3653;699
;;;;;;;;;;;4095;-4259;537;-1748
;;;;;;;;;;;-735;-3042;-0.18;-621
;;;;;;;;;;;-886;-4.4;-1571;2767
;;;;;;;;;;;951;-5841;0.25;3904
;;;;;;;;;;;716;-10869;2394;1441
;;;;;;;;;;;2301;-5584;-5.4;-4.14
;;;;;;;;;;;2631;1127;-6086;3381
;;;;;;;;;;;434;-2472;1393;3131
;;;;;;;;;;;-1515;968;635;-882
;;;;;;;;;;;1744;3387;2195;1344
;;;;;;;;;;;372;4053;1026;-2346
;;;;;;;;;;;-2816;-246;35;2961
;;;;;;;;;;;-1064;-2087;1335;1999
;;;;;;;;;;;-867;2237;954;-1.3
;;;;;;;;;;;-2753;773;1684;-7
;;;;;;;;;;;-1691;-1232;1779;0.63
;;;;;;;;;;;1561;144;2143;4214
;;;;;;;;;;;3793;-4381;-3656;2314
;;;;;;;;;;;2817;-10118;-394;-0.49
;;;;;;;;;;;3085;1929;3188;-2581
;;;;;;;;;;;4274;996;-2938;-1744
;;;;;;;;;;;2.16;-4124;864;1357
;;;;;;;;;;;-93;3072;612;3398
;;;;;;;;;;;-2157;1769;-1371;-1062
;;;;;;;;;;;-1032;2557;-2023;-711
;;;;;;;;;;;2463;1005;-3582;2745
;;;;;;;;;;;1364;2578;1.57;-2.03
;;;;;;;;;;;-2318;2954;287;678
;;;;;;;;;;;754;-163;-827;-693
;;;;;;;;;;;-926;-1258;942;-4142
;;;;;;;;;;;-6149;131;-3016;-2814
;;;;;;;;;;;-2425;4149;-1.62;-2595
;;;;;;;;;;;-1024;3165;1136;1005
;;;;;;;;;;;-594;4014;-1194;2063
;;;;;;;;;;;-2354;-355;-752;1718
;;;;;;;;;;;-1648;1371;2317;452
;;;;;;;;;;;2274;2073;3513;-0.55
;;;;;;;;;;;424;-4045;-194;-1338
;;;;;;;;;;;696;-1521;1494;-2676
;;;;;;;;;;;-683;-254;3692;-3295
;;;;;;;;;;;-809;1.47;-744;-4672
;;;;;;;;;;;1091;219;1705;-2285
;;;;;;;;;;;-2.18;-1142;2962;-3499
;;;;;;;;;;;-434;-2645;-82;-7465
;;;;;;;;;;;2739;-3284;-2654;-2281
;;;;;;;;;;;923;0.53;-1848;-294
;;;;;;;;;;;-1486;-2088;1057;-4144
;;;;;;;;;;;-907;-2351;2368;837
;;;;;;;;;;;3509;2213;1932;9338
;;;;;;;;;;;363;1207;-2941;8285
;;;;;;;;;;;-872;209;6;4313
;;;;;;;;;;;1.8;2074;3783;6.66
;;;;;;;;;;;-2428;1049;1336;8.52
;;;;;;;;;;;-2669;238;1.13;5134
;;;;;;;;;;;-1173;1685;-415;512
;;;;;;;;;;;2313;1729;-4568;3605
;;;;;;;;;;;2993;-838;-5.43;5009
;;;;;;;;;;;-1849;0.19;-863;-1101
;;;;;;;;;;;-2.06;-194;1565;-5622
;;;;;;;;;;;61;-4591;-12;-5.94
;;;;;;;;;;;2293;-2394;-4053;2436
;;;;;;;;;;;1.77;2615;-2059;1459
;;;;;;;;;;;758;1845;2408;-1.71
;;;;;;;;;;;168;-2851;-954;2752
;;;;;;;;;;;-521;146;-473;-2.82
;;;;;;;;;;;1467;3704;114;-1968
;;;;;;;;;;;4536;1569;-3353;2101
;;;;;;;;;;;2693;894;-2023;-376
;;;;;;;;;;;-2645;-247;9;-2335
;;;;;;;;;;;-2203;1182;1804;-4841
;;;;;;;;;;;-613;682;442;-3778
;;;;;;;;;;;-837;-4563;-739;-3108
;;;;;;;;;;;-1737;-1.89;4122;-2203
;;;;;;;;;;;-2401;2137;2681;-1358
;;;;;;;;;;;112;-1807;1786;-3775
;;;;;;;;;;;-729;-327;2905;-2659
;;;;;;;;;;;-1225;4097;-3556;712
;;;;;;;;;;;1091;3298;-3055;-844
;;;;;;;;;;;421;582;339;-1053
;;;;;;;;;;;-56;556;-2816;993
;;;;;;;;;;;-1055;3163;-1954;202
;;;;;;;;;;;1913;3.66;584;2788
;;;;;;;;;;;3.65;-407;1865;1.5
;;;;;;;;;;;-2313;-5842;4079;-1723
;;;;;;;;;;;-789;-4017;-507;-118
;;;;;;;;;;;2598;-6.29;-1.57;2747
;;;;;;;;;;;-2044;-7784;3262;4667
;;;;;;;;;;;-1817;-6754;-985;784
;;;;;;;;;;;2933;-8733;865;455
;;;;;;;;;;;2946;-4052;5835;1705
;;;;;;;;;;;1766;-3771;1533;-569
;;;;;;;;;;;-1515;4851;425;-472
;;;;;;;;;;;-2538;10342;-883;1416
;;;;;;;;;;;244;1336;-1857;601
;;;;;;;;;;;-791;3073;-193;91
;;;;;;;;;;;-1002;3702;2012;5061
;;;;;;;;;;;-2211;-785;566;4611
;;;;;;;;;;;-2226;-416;-3387;629
;;;;;;;;;;;-573;1885;1389;-379
;;;;;;;;;;;-0.43;1382;428;-462
;;;;;;;;;;;-1967;1748;-861;627
;;;;;;;;;;;-1815;55;1214;-1427
;;;;;;;;;;;5925;1715;-3189;-4528
;;;;;;;;;;;2.88;8112;-983;-2417
;;;;;;;;;;;-1585;1643;-2.54;-315
;;;;;;;;;;;1.44;1061;-3111;-3547
;;;;;;;;;;;0.02;4555;1132;-5114
;;;;;;;;;;;3184;0.47;911;-1788
;;;;;;;;;;;1456;1236;1741;-448
;;;;;;;;;;;-1112;156;-1284;-187
;;;;;;;;;;;2.76;947;-698;1308
;;;;;;;;;;;793;92;-444;-1723
;;;;;;;;;;;-2133;-5.54;-79;29
;;;;;;;;;;;-428;-2817;417;2971
;;;;;;;;;;;-826;244;-2612;-1333
;;;;;;;;;;;-4835;-2453;1328;-1389
;;;;;;;;;;;-2.51;-0.14;-2123;3316
;;;;;;;;;;;-129;1102;-0.85;3663
;;;;;;;;;;;-1043;-3.54;1495;-1355
;;;;;;;;;;;-1662;1565;-3158;2.63
;;;;;;;;;;;-2609;2459;2.2;3271
;;;;;;;;;;;2903;-1207;-2581;-1596
;;;;;;;;;;;5.09;2556;-3067;1986
;;;;;;;;;;;1258;-1146;4012;66
;;;;;;;;;;;535;-165;976;-2041
;;;;;;;;;;;2612;1761;1377;1431
;;;;;;;;;;;2214;-2729;1887;3447
;;;;;;;;;;;-2268;-4691;1946;-466
;;;;;;;;;;;-2195;-8362;2661;-188
;;;;;;;;;;;-1034;-1915;2682;3.8
;;;;;;;;;;;-436;4342;228;-844
;;;;;;;;;;;235;-2135;-2608;-977
;;;;;;;;;;;-1816;-1.62;807;-1752
;;;;;;;;;;;-1465;3919;1383;-5469
;;;;;;;;;;;-229;1418;1402;111
;;;;;;;;;;;44;-2217;2263;2634
;;;;;;;;;;;1259;1153;-0.99;-1379
;;;;;;;;;;;1643;4051;-0.04;-4439
;;;;;;;;;;;-356;705;-0.16;-6125
;;;;;;;;;;;163;1126;-2503;-2192
;;;;;;;;;;;1183;142;-2237;1389
;;;;;;;;;;;1659;-4905;-2055;3087
;;;;;;;;;;;-199;-457;-1101;2816
;;;;;;;;;;;-71;-1798;-1.71;-1002
;;;;;;;;;;;4728;-4096;57;1287
;;;;;;;;;;;-1889;4231;-1341;915
;;;;;;;;;;;-2.62;1.62;-1996;-149
;;;;;;;;;;;2518;801;2271;-334
;;;;;;;;;;;-886;1.39;1848;-1567
;;;;;;;;;;;-2062;168;3033;1477
;;;;;;;;;;;-2525;4484;2342;66
;;;;;;;;;;;-163;-712;891;3286
;;;;;;;;;;;1.69;1588;-414;1697
;;;;;;;;;;;1981;4487;-1229;-4191
;;;;;;;;;;;-406;1728;-104;316
;;;;;;;;;;;-1991;631;-0.41;533
;;;;;;;;;;;-2429;-4555;318;2106
;;;;;;;;;;;-3072;-2854;-2886;2082
;;;;;;;;;;;1964;-1974;-2211;867
;;;;;;;;;;;1676;208;619;3609
;;;;;;;;;;;522;328;1444;-404
;;;;;;;;;;;-36;-2651;1003;-967
;;;;;;;;;;;-695;-493;-1161;1317
;;;;;;;;;;;1.17;-2446;1468;693
;;;;;;;;;;;1207;-4.19;2197;-119
;;;;;;;;;;;2405;-2456;2057;-3756
;;;;;;;;;;;2981;-1378;-774;-7733
;;;;;;;;;;;719;0.32;-3.44;-5139
;;;;;;;;;;;-1603;4872;-737;75
;;;;;;;;;;;-799;2877;251;-423
;;;;;;;;;;;-3265;2122;-645;1798
;;;;;;;;;;;-2244;5381;-2346;4225
;;;;;;;;;;;1207;-579;-422;514
;;;;;;;;;;;-692;-1224;1053;-412
;;;;;;;;;;;-352;5846;-61;2362
;;;;;;;;;;;-2408;4711;-1813;4155
;;;;;;;;;;;-1718;-212;-2688;1.17
;;;;;;;;;;;1821;1652;1447;-515
;;;;;;;;;;;155;-256;859;-5
;;;;;;;;;;;-229;-4328;1689;-2079
;;;;;;;;;;;-1001;-347;4363;-1202
;;;;;;;;;;;-2266;-1.04;-4084;-478
;;;;;;;;;;;3897;-6532;-4541;593
;;;;;;;;;;;5.09;-3979;-0.42;-1793
;;;;;;;;;;;-664;2803;-1263;-6994
;;;;;;;;;;;399;2.18;388;-2895
;;;;;;;;;;;651;-3098;-1154;0.64
;;;;;;;;;;;-947;-1026;1.34;-723
;;;;;;;;;;;1.73;339;2078;-1.07
;;;;;;;;;;;4041;-7386;2.27;1559
;;;;;;;;;;;-372;-5441;2469;3376
;;;;;;;;;;;-3255;-1.42;-78;0.75
;;;;;;;;;;;-2421;-2079;3233;1.79
;;;;;;;;;;;-1431;7722;376;5966
;;;;;;;;;;;1844;7279;1286;3491
;;;;;;;;;;;218;-1479;3712;-1323
;;;;;;;;;;;121;1094;-457;2353
;;;;;;;;;;;-1338;1708;886;3499
;;;;;;;;;;;-4603;962;3939;-1657
;;;;;;;;;;;-2.91;4901;1323;-1068
;;;;;;;;;;;-0.13;3874;-1081;619
;;;;;;;;;;;1745;1871;2028;429
;;;;;;;;;;;-1897;649;-3243;-133
;;;;;;;;;;;317;-1266;-3211;-1171
;;;;;;;;;;;2452;526;621;-922
;;;;;;;;;;;-1133;-1421;-2233;-2721
;;;;;;;;;;;725;387;1409;-1.83
;;;;;;;;;;;3425;1461;-1325;1996
;;;;;;;;;;;5332;-2912;-3887;157
;;;;;;;;;;;4688;1279;-3605;-2372
;;;;;;;;;;;0.91;-168;-2982;-1146
;;;;;;;;;;;-403;-5046;3.28;2641
;;;;;;;;;;;2774;-3657;977;3507
;;;;;;;;;;;565;901;-2161;-1464
;;;;;;;;;;;-4.6;2066;-1.29;-1226
;;;;;;;;;;;-4577;-2456;-1445;0.64
;;;;;;;;;;;-2885;-1443;-552;-2965
;;;;;;;;;;;-335;-5855;-741;-3434
;;;;;;;;;;;-1.39;-5005;135;-1616
;;;;;;;;;;;-2.07;3105;-65;-1472
;;;;;;;;;;;-96;535;-2292;-3225
;;;;;;;;;;;-614;-117;-2497;-2794
;;;;;;;;;;;-1988;-222;-1675;-1554
;;;;;;;;;;;841;-149;1209;-1285
;;;;;;;;;;;2281;2051;5055;336
;;;;;;;;;;;-887;-0.19;1844;27
;;;;;;;;;;;486;-4779;-574;2368
;;;;;;;;;;;3388;-397;2506;1281
;;;;;;;;;;;1861;4069;-0.1;1312
;;;;;;;;;;;-1.68;2213;126;2655
;;;;;;;;;;;178;4026;333;103
;;;;;;;;;;;2481;1537;-2218;4272
;;;;;;;;;;;1479;4208;3808;1768
;;;;;;;;;;;597;858;4719;-26
;;;;;;;;;;;-477;-1777;4154;3307
;;;;;;;;;;;-1119;3507;2507;1959
;;;;;;;;;;;-2612;-4905;-1.72;1783
;;;;;;;;;;;367;-2685;369;866
;;;;;;;;;;;-1749;945;-1454;382
;;;;;;;;;;;-4302;674;-1797;-294
;;;;;;;;;;;-816;543;-4127;2198
;;;;;;;;;;;135;-2.02;-1098;-1494
;;;;;;;;;;;3365;3.34;2761;-5142
;;;;;;;;;;;1.33;1345;-3857;0.41
;;;;;;;;;;;1556;225;-2227;-158
;;;;;;;;;;;2.44;1483;-854;2367
;;;;;;;;;;;-3279;6538;2349;1.76
;;;;;;;;;;;-2549;7713;1949;-1824
;;;;;;;;;;;1047;-2483;-2256;674
;;;;;;;;;;;1864;-1378;1805;67
;;;;;;;;;;;-913;0.74;2075;-287
;;;;;;;;;;;-2775;-1132;-978;-1219
;;;;;;;;;;;125;-2265;-288;-1153
;;;;;;;;;;;1911;-3932;2969;-2.54
;;;;;;;;;;;-1859;-8325;-141;-2033
;;;;;;;;;;;386;-9911;-1832;-697
;;;;;;;;;;;2521;-5029;-371;-3062
;;;;;;;;;;;-1323;-6852;-272;-1737
;;;;;;;;;;;1044;-4662;-647;-4.31
;;;;;;;;;;;-169;2183;1146;-2563
;;;;;;;;;;;-173;4996;2435;3484
;;;;;;;;;;;875;8082;-927;2903
;;;;;;;;;;;-1.29;8398;-171;1962
;;;;;;;;;;;-1089;1768;-3498;-846
;;;;;;;;;;;586;-756;-2326;-2599
;;;;;;;;;;;3326;1799;-296;-1606
;;;;;;;;;;;-816;2107;-4216;-875
;;;;;;;;;;;-1228;5067;-317;559
;;;;;;;;;;;3749;-1381;77;1021
;;;;;;;;;;;3.63;-3981;-262;2552
;;;;;;;;;;;-994;1.3;1146;3091
;;;;;;;;;;;-711;-956;2;1.32
;;;;;;;;;;;3545;-1956;-1083;5295
;;;;;;;;;;;1014;-1395;-2.56;6155
;;;;;;;;;;;2044;-1846;-457;1409
;;;;;;;;;;;-458;-2194;4344;4821
;;;;;;;;;;;-5532;4584;6139;3.67
;;;;;;;;;;;-1997;3011;2214;-5694
;;;;;;;;;;;-811;1685;289;-6445
;;;;;;;;;;;-3522;5273;232;-3803
;;;;;;;;;;;-5415;-1567;517;-1274
;;;;;;;;;;;-1917;1715;1402;1283
;;;;;;;;;;;2177;0.89;-2.32;714
;;;;;;;;;;;2795;-1.51;-538;312
;;;;;;;;;;;461;-67;1.13;-3521
;;;;;;;;;;;-1753;-4572;-2637;-3701
;;;;;;;;;;;1802;-1135;-1334;-1596
;;;;;;;;;;;2846;-1523;1165;-1592
;;;;;;;;;;;82;-5188;-434;0.39
;;;;;;;;;;;1.19;-4807;-1445;-2.63
;;;;;;;;;;;1448;-2893;3771;-639
;;;;;;;;;;;-535;0.95;1941;2451
;;;;;;;;;;;-302;-411;-1185;1414
;;;;;;;;;;;-2263;-2647;2254;1413
;;;;;;;;;;;924;2196;-0.09;-2745
;;;;;;;;;;;2222;2972;-364;455
;;;;;;;;;;;-4138;1782;779;2255
;;;;;;;;;;;-2454;5589;-2778;-438
;;;;;;;;;;;-3136;1395;-1674;1065
;;;;;;;;;;;-982;-917;4.2;-1309
;;;;;;;;;;;975;4144;1853;2.96
;;;;;;;;;;;-2715;1.89;-1079;3967
;;;;;;;;;;;2165;-5.28;-837;-4357
;;;;;;;;;;;1504;-4496;-3345;-4
;;;;;;;;;;;0.47;-2197;-429;3738
;;;;;;;;;;;2479;-4701;423;-919
;;;;;;;;;;;1969;1089;12;2635
;;;;;;;;;;;3.41;4405;1022;4283
;;;;;;;;;;;3462;1437;-2647;-1492
;;;;;;;;;;;1349;-1693;-4555;187
;;;;;;;;;;;-1295;-4.32;767;3.69
;;;;;;;;;;;-576;1704;2.2;-928
;;;;;;;;;;;-3067;5313;-2054;-3333
;;;;;;;;;;;-2403;2292;-0.29;915
;;;;;;;;;;;1301;-396;-1779;-1014
;;;;;;;;;;;1932;-15;161;-3509
;;;;;;;;;;;-414;194;1756;1385
;;;;;;;;;;;-6088;807;334;1243
;;;;;;;;;;;1033;1031;2527;-2379
;;;;;;;;;;;1261;-1498;-2894;-3177
;;;;;;;;;;;-3664;2147;-2564;-131
;;;;;;;;;;;-551;2282;-3229;-1241
;;;;;;;;;;;-2278;398;-1404;-4308
;;;;;;;;;;;3908;2982;2686;-2077
;;;;;;;;;;;2106;1799;-428;-2.65
;;;;;;;;;;;-801;0.7;2822;-2615
;;;;;;;;;;;3.41;53;164;-1232
;;;;;;;;;;;612;-1419;384;3165
;;;;;;;;;;;1702;-1854;3446;3215
;;;;;;;;;;;-1122;-298;-1632;-339
;;;;;;;;;;;3099;2211;0.36;1688
;;;;;;;;;;;3308;917;2706;-1016
;;;;;;;;;;;-1759;-3101;-2.67;499
;;;;;;;;;;;4793;-963;0.82;4118
;;;;;;;;;;;-674;737;3825;-318
;;;;;;;;;;;-2784;-2974;-1325;-289
;;;;;;;;;;;224;-1611;1.5;2227
;;;;;;;;;;;-1065;965;2383;1277
;;;;;;;;;;;-2;-915;2605;1818
;;;;;;;;;;;-5615;-1458;-237;-238
;;;;;;;;;;;-4107;2762;-2298;1344
;;;;;;;;;;;-4257;2121;3.34;4565
;;;;;;;;;;;133;101;1941;658
;;;;;;;;;;;6069;-541;0.98;389
;;;;;;;;;;;1442;-2805;-202;-288
;;;;;;;;;;;-2243;-193;-1126;-0.48
;;;;;;;;;;;-296;-2857;511;-1433
;;;;;;;;;;;1707;-3047;;-1237
;;;;;;;;;;;962;-3032;-1.96;3491
;;;;;;;;;;;-447;-6119;-1964;1071
;;;;;;;;;;;-997;-146;1757;2.26
;;;;;;;;;;;-2521;-223;-1007;219
;;;;;;;;;;;-3072;-323;-3641;-5107
;;;;;;;;;;;1591;-689;-273;-728
;;;;;;;;;;;983;-545;309;-159
;;;;;;;;;;;-0.52;4923;259;-1774
;;;;;;;;;;;2057;2188;1231;-1354
;;;;;;;;;;;289;1337;-2407;126
;;;;;;;;;;;222;1711;-4058;582
;;;;;;;;;;;931;3961;-2016;-1.23
;;;;;;;;;;;1603;7334;-3346;-3544
;;;;;;;;;;;-1579;3518;-1566;-2779
;;;;;;;;;;;-3149;0.71;241;1638
;;;;;;;;;;;2147;-38;-1028;-1381
;;;;;;;;;;;1205;386;561;-2424
;;;;;;;;;;;-57;-537;-423;28
;;;;;;;;;;;2255;-2867;-2328;-484
;;;;;;;;;;;1109;-4043;192;-1474
;;;;;;;;;;;3065;-6039;892;-1878
;;;;;;;;;;;5616;-7339;0.75;0.35
;;;;;;;;;;;0.64;-3.07;1081;-0.44
;;;;;;;;;;;1036;-1059;1197;-708
;;;;;;;;;;;1284;-3265;1377;-2179
;;;;;;;;;;;-3563;-3.6;1523;1337
;;;;;;;;;;;-992;-6607;1781;2368
;;;;;;;;;;;-2172;-2.7;-1286;-2941
;;;;;;;;;;;-6081;5491;2223;1083
;;;;;;;;;;;-1012;4562;5194;1745
;;;;;;;;;;;1422;2.45;2601;3236
;;;;;;;;;;;-3.13;5664;2607;3164
;;;;;;;;;;;-3181;6014;-219;2541
;;;;;;;;;;;-2264;6571;0.21;4593
;;;;;;;;;;;-1556;7067;-38;-1212
;;;;;;;;;;;1728;4124;-2087;96
;;;;;;;;;;;3079;5571;-2.87;1037
;;;;;;;;;;;2804;1476;-1362;-972
;;;;;;;;;;;1406;1325;669;3067
;;;;;;;;;;;1003;4987;-817;1398
;;;;;;;;;;;-414;3253;1421;-1242
;;;;;;;;;;;-645;2583;-463;969
;;;;;;;;;;;777;-1225;-674;513
;;;;;;;;;;;825;547;-0.19;685
;;;;;;;;;;;-1.06;3157;-2703;2307
;;;;;;;;;;;-851;-1.17;168;-2689
;;;;;;;;;;;3.39;-5082;-1755;-4962
;;;;;;;;;;;426;-2774;-2345;-71
;;;;;;;;;;;-1249;-4227;2085;355
